code,tên bệnh VI,tên bệnh EN,synonym
F12.0,Rối loạn tâm thần và hành vi do sử dụng cần sa (Nhiễm độc cấp),Mental and behavioural disorders due to use of cannabinoids (Acute intoxication),roi loan tam than va hanh vi do su dung can sa | roi loan tam than va hanh vi do su dung can sa (nhiem doc cap) | rối loạn tâm thần và hành vi do sử dụng cần sa
F12.1,Rối loạn tâm thần và hành vi do sử dụng cần sa (Sử dụng gây hại),Mental and behavioural disorders due to use of cannabinoids (Harmful use),roi loan tam than va hanh vi do su dung can sa | roi loan tam than va hanh vi do su dung can sa (su dung gay hai) | rối loạn tâm thần và hành vi do sử dụng cần sa
F12.2,Rối loạn tâm thần và hành vi do sử dụng cần sa (Hội chứng nghiện),Mental and behavioural disorders due to use of cannabinoids (Dependence syndrome),roi loan tam than va hanh vi do su dung can sa | roi loan tam than va hanh vi do su dung can sa (hoi chung nghien) | rối loạn tâm thần và hành vi do sử dụng cần sa
F12.3,Rối loạn tâm thần và hành vi do sử dụng cần sa (Trạng thái cai),Mental and behavioural disorders due to use of cannabinoids (Withdrawal state),roi loan tam than va hanh vi do su dung can sa | roi loan tam than va hanh vi do su dung can sa (trang thai cai) | rối loạn tâm thần và hành vi do sử dụng cần sa
F12.4,Rối loạn tâm thần và hành vi do sử dụng cần sa (Trạng thái cai với mê sảng),Mental and behavioural disorders due to use of cannabinoids (Withdrawal state with delirium),roi loan tam than va hanh vi do su dung can sa | roi loan tam than va hanh vi do su dung can sa (trang thai cai voi me sang) | rối loạn tâm thần và hành vi do sử dụng cần sa
F12.5,Rối loạn tâm thần và hành vi do sử dụng cần sa (Rối loạn tâm thần),Mental and behavioural disorders due to use of cannabinoids (Psychotic disorder),roi loan tam than va hanh vi do su dung can sa | roi loan tam than va hanh vi do su dung can sa (roi loan tam than) | rối loạn tâm thần và hành vi do sử dụng cần sa
F12.6,Rối loạn tâm thần và hành vi do sử dụng cần sa (Hội chứng quên),Mental and behavioural disorders due to use of cannabinoids (Amnesic syndrome),roi loan tam than va hanh vi do su dung can sa | roi loan tam than va hanh vi do su dung can sa (hoi chung quen) | rối loạn tâm thần và hành vi do sử dụng cần sa
F12.7,Rối loạn tâm thần và hành vi do sử dụng cần sa (Rối loạn loạn thần di chứng và khởi phát muộn),Mental and behavioural disorders due to use of cannabinoids (Residual and late-onset psychotic disorder),roi loan tam than va hanh vi do su dung can sa | roi loan tam than va hanh vi do su dung can sa (roi loan loan than di chung va khoi phat muon) | rối loạn tâm thần và hành vi do sử dụng cần sa
F12.8,Rối loạn tâm thần và hành vi do sử dụng cần sa (Rối loạn tâm thần và hành vi khác),Mental and behavioural disorders due to use of cannabinoids (Other mental and behavioural disorders),roi loan tam than va hanh vi do su dung can sa | roi loan tam than va hanh vi do su dung can sa (roi loan tam than va hanh vi khac) | rối loạn tâm thần và hành vi do sử dụng cần sa
F12.9,Rối loạn tâm thần và hành vi do sử dụng cần sa (Rối loạn tâm thần và hành vi không biệt định),Mental and behavioural disorders due to use of cannabinoids (Unspecified mental and behavioural disorder),roi loan tam than va hanh vi do su dung can sa | roi loan tam than va hanh vi do su dung can sa (roi loan tam than va hanh vi khong biet dinh) | rối loạn tâm thần và hành vi do sử dụng cần sa
F13,Rối loạn tâm thần và hành vi do sử dụng các chất an dịu hoặc các thuốc ngủ,Mental and behavioural disorders due to use of sedatives or hypnotics,roi loan tam than va hanh vi do su dung cac chat an diu hoac cac thuoc ngu
F13.0,Rối loạn tâm thần và hành vi do sử dụng các chất an thần hoặc các thuốc ngủ (Nhiễm độc cấp),Mental and behavioural disorders due to use of sedatives or hypnotics (Acute intoxication),roi loan tam than va hanh vi do su dung cac chat an diu hoac cac thuoc ngu | roi loan tam than va hanh vi do su dung cac chat an than hoac cac thuoc ngu (nhiem doc cap) | rối loạn tâm thần và hành vi do sử dụng các chất an dịu hoặc các thuốc ngủ
F13.1,Rối loạn tâm thần và hành vi do sử dụng các chất an thần hoặc các thuốc ngủ (Sử dụng gây hại),Mental and behavioural disorders due to use of sedatives or hypnotics (Harmful use),roi loan tam than va hanh vi do su dung cac chat an diu hoac cac thuoc ngu | roi loan tam than va hanh vi do su dung cac chat an than hoac cac thuoc ngu (su dung gay hai) | rối loạn tâm thần và hành vi do sử dụng các chất an dịu hoặc các thuốc ngủ
F13.2,Rối loạn tâm thần và hành vi do sử dụng các chất an thần hoặc các thuốc ngủ (Hội chứng nghiện),Mental and behavioural disorders due to use of sedatives or hypnotics (Dependence syndrome),roi loan tam than va hanh vi do su dung cac chat an diu hoac cac thuoc ngu | roi loan tam than va hanh vi do su dung cac chat an than hoac cac thuoc ngu (hoi chung nghien) | rối loạn tâm thần và hành vi do sử dụng các chất an dịu hoặc các thuốc ngủ
F13.3,Rối loạn tâm thần và hành vi do sử dụng các chất an thần hoặc các thuốc ngủ (Trạng thái cai),Mental and behavioural disorders due to use of sedatives or hypnotics (Withdrawal state),roi loan tam than va hanh vi do su dung cac chat an diu hoac cac thuoc ngu | roi loan tam than va hanh vi do su dung cac chat an than hoac cac thuoc ngu (trang thai cai) | rối loạn tâm thần và hành vi do sử dụng các chất an dịu hoặc các thuốc ngủ
F13.4,Rối loạn tâm thần và hành vi do sử dụng các chất an thần hoặc các thuốc ngủ (Trạng thái cai với mê sảng),Mental and behavioural disorders due to use of sedatives or hypnotics (Withdrawal state with delirium),roi loan tam than va hanh vi do su dung cac chat an diu hoac cac thuoc ngu | roi loan tam than va hanh vi do su dung cac chat an than hoac cac thuoc ngu (trang thai cai voi me sang) | rối loạn tâm thần và hành vi do sử dụng các chất an dịu hoặc các thuốc ngủ
F13.5,Rối loạn tâm thần và hành vi do sử dụng các chất an thần hoặc các thuốc ngủ (Rối loạn tâm thần),Mental and behavioural disorders due to use of sedatives or hypnotics (Psychotic disorder),roi loan tam than va hanh vi do su dung cac chat an diu hoac cac thuoc ngu | roi loan tam than va hanh vi do su dung cac chat an than hoac cac thuoc ngu (roi loan tam than) | rối loạn tâm thần và hành vi do sử dụng các chất an dịu hoặc các thuốc ngủ
F13.6,Rối loạn tâm thần và hành vi do sử dụng các chất an thần hoặc các thuốc ngủ (Hội chứng quên),Mental and behavioural disorders due to use of sedatives or hypnotics (Amnesic syndrome),roi loan tam than va hanh vi do su dung cac chat an diu hoac cac thuoc ngu | roi loan tam than va hanh vi do su dung cac chat an than hoac cac thuoc ngu (hoi chung quen) | rối loạn tâm thần và hành vi do sử dụng các chất an dịu hoặc các thuốc ngủ
F13.7,Rối loạn tâm thần và hành vi do sử dụng các chất an thần hoặc các thuốc ngủ (Rối loạn loạn thần di chứng và khởi phát muộn),Mental and behavioural disorders due to use of sedatives or hypnotics (Residual and late-onset psychotic disorder),roi loan tam than va hanh vi do su dung cac chat an diu hoac cac thuoc ngu | roi loan tam than va hanh vi do su dung cac chat an than hoac cac thuoc ngu (roi loan loan than di chung va khoi phat muon) | rối loạn tâm thần và hành vi do sử dụng các chất an dịu hoặc các thuốc ngủ
F13.8,Rối loạn tâm thần và hành vi do sử dụng các chất an thần hoặc các thuốc ngủ (Rối loạn tâm thần và hành vi khác),Mental and behavioural disorders due to use of sedatives or hypnotics (Other mental and behavioural disorders),roi loan tam than va hanh vi do su dung cac chat an diu hoac cac thuoc ngu | roi loan tam than va hanh vi do su dung cac chat an than hoac cac thuoc ngu (roi loan tam than va hanh vi khac) | rối loạn tâm thần và hành vi do sử dụng các chất an dịu hoặc các thuốc ngủ
F13.9,Rối loạn tâm thần và hành vi do sử dụng các chất an thần hoặc các thuốc ngủ (Rối loạn tâm thần và hành vi không biệt định),Mental and behavioural disorders due to use of sedatives or hypnotics (Unspecified mental and behavioural disorder),roi loan tam than va hanh vi do su dung cac chat an diu hoac cac thuoc ngu | roi loan tam than va hanh vi do su dung cac chat an than hoac cac thuoc ngu (roi loan tam than va hanh vi khong biet dinh) | rối loạn tâm thần và hành vi do sử dụng các chất an dịu hoặc các thuốc ngủ
F14,Rối loạn tâm thần và hành vi do sử dụng cocain,Mental and behavioural disorders due to use of cocaine,roi loan tam than va hanh vi do su dung cocain
F14.0,Rối loạn tâm thần và hành vi do sử dụng cocain (Nhiễm độc cấp),Mental and behavioural disorders due to use of cocaine (Acute intoxication),roi loan tam than va hanh vi do su dung cocain | roi loan tam than va hanh vi do su dung cocain (nhiem doc cap) | rối loạn tâm thần và hành vi do sử dụng cocain
F14.1,Rối loạn tâm thần và hành vi do sử dụng cocain (Sử dụng gây hại),Mental and behavioural disorders due to use of cocaine (Harmful use),roi loan tam than va hanh vi do su dung cocain | roi loan tam than va hanh vi do su dung cocain (su dung gay hai) | rối loạn tâm thần và hành vi do sử dụng cocain
F14.2,Rối loạn tâm thần và hành vi do sử dụng cocain (Hội chứng nghiện),Mental and behavioural disorders due to use of cocaine (Dependence syndrome),roi loan tam than va hanh vi do su dung cocain | roi loan tam than va hanh vi do su dung cocain (hoi chung nghien) | rối loạn tâm thần và hành vi do sử dụng cocain
F14.3,Rối loạn tâm thần và hành vi do sử dụng cocain (Trạng thái cai),Mental and behavioural disorders due to use of cocaine (Withdrawal state),roi loan tam than va hanh vi do su dung cocain | roi loan tam than va hanh vi do su dung cocain (trang thai cai) | rối loạn tâm thần và hành vi do sử dụng cocain
F14.4,Rối loạn tâm thần và hành vi do sử dụng cocain (Trạng thái cai với mê sảng),Mental and behavioural disorders due to use of cocaine (Withdrawal state with delirium),roi loan tam than va hanh vi do su dung cocain | roi loan tam than va hanh vi do su dung cocain (trang thai cai voi me sang) | rối loạn tâm thần và hành vi do sử dụng cocain
F14.5,Rối loạn tâm thần và hành vi do sử dụng cocain (Rối loạn tâm thần),Mental and behavioural disorders due to use of cocaine (Psychotic disorder),roi loan tam than va hanh vi do su dung cocain | roi loan tam than va hanh vi do su dung cocain (roi loan tam than) | rối loạn tâm thần và hành vi do sử dụng cocain
F14.6,Rối loạn tâm thần và hành vi do sử dụng cocain (Hội chứng quên),Mental and behavioural disorders due to use of cocaine (Amnesic syndrome),roi loan tam than va hanh vi do su dung cocain | roi loan tam than va hanh vi do su dung cocain (hoi chung quen) | rối loạn tâm thần và hành vi do sử dụng cocain
F14.7,Rối loạn tâm thần và hành vi do sử dụng cocain (Rối loạn loạn thần di chứng và khởi phát muộn),Mental and behavioural disorders due to use of cocaine (Residual and late-onset psychotic disorder),roi loan tam than va hanh vi do su dung cocain | roi loan tam than va hanh vi do su dung cocain (roi loan loan than di chung va khoi phat muon) | rối loạn tâm thần và hành vi do sử dụng cocain
F14.8,Rối loạn tâm thần và hành vi do sử dụng cocain (Rối loạn tâm thần và hành vi khác),Mental and behavioural disorders due to use of cocaine (Other mental and behavioural disorders),roi loan tam than va hanh vi do su dung cocain | roi loan tam than va hanh vi do su dung cocain (roi loan tam than va hanh vi khac) | rối loạn tâm thần và hành vi do sử dụng cocain
F14.9,Rối loạn tâm thần và hành vi do sử dụng cocain (Rối loạn tâm thần và hành vi không biệt định),Mental and behavioural disorders due to use of cocaine (Unspecified mental and behavioural disorder),roi loan tam than va hanh vi do su dung cocain | roi loan tam than va hanh vi do su dung cocain (roi loan tam than va hanh vi khong biet dinh) | rối loạn tâm thần và hành vi do sử dụng cocain
F15,"Rối loạn tâm thần và hành vi do sử dụng chất kích thích khác, bao gồm cả caffein","Mental and behavioural disorders due to use of other stimulants, including caffeine","roi loan tam than va hanh vi do su dung chat kich thich khac, bao gom ca caffein"
F15.0,"Rối loạn tâm thần và hành vi do sử dụng chất kích thích khác, bao gồm cả caffein (Nhiễm độc cấp)","Mental and behavioural disorders due to use of other stimulants, including caffeine (Acute intoxication)","roi loan tam than va hanh vi do su dung chat kich thich khac, bao gom ca caffein | roi loan tam than va hanh vi do su dung chat kich thich khac, bao gom ca caffein (nhiem doc cap) | rối loạn tâm thần và hành vi do sử dụng chất kích thích khác, bao gồm cả caffein"
